always, usually :adverb	いつも	[sound:6864.mp3]	Newbie_Lesson_S2_#15_-_Nihongo_Dōjō_-_This_Is_Just_Your_Cup_of_Japanese_Tea!! vocabulary
vigor, vitality, vim :-na adjective	元気	[sound:6863.mp3]	Newbie_Lesson_S2_#15_-_Nihongo_Dōjō_-_This_Is_Just_Your_Cup_of_Japanese_Tea!! vocabulary
not at all, not...at all ;Adv.	全然	[sound:7126.mp3]	Newbie_Lesson_S2_#15_-_Nihongo_Dōjō_-_This_Is_Just_Your_Cup_of_Japanese_Tea!! vocabulary
はい、どうぞ。お茶です。	Here you are. Have some tea.	[sound:0000588.mp3]	Newbie_Lesson_S2_#15_-_Nihongo_Dōjō_-_This_Is_Just_Your_Cup_of_Japanese_Tea!! dialogue
どうも。ああ、美味しい。ファブリツィオさん、スタイルユーの社長は どんな人ですか。	Thanks. Oh, this tea is delicious.  Fabrizio, what's the president of Style You like?	[sound:0000589.mp3]	Newbie_Lesson_S2_#15_-_Nihongo_Dōjō_-_This_Is_Just_Your_Cup_of_Japanese_Tea!! dialogue
とても 元気な人です。オフィスは いつも にぎやかです。	She's a very energetic person. Our office is always lively.	[sound:0000590.mp3]	Newbie_Lesson_S2_#15_-_Nihongo_Dōjō_-_This_Is_Just_Your_Cup_of_Japanese_Tea!! dialogue
若いですか。	Is the president young?	[sound:0000591.mp3]	Newbie_Lesson_S2_#15_-_Nihongo_Dōjō_-_This_Is_Just_Your_Cup_of_Japanese_Tea!! dialogue
はい。とても 若いです。かわいい人ですよ。	Yes. She's very young. She's a lovely person.	[sound:0000592.mp3]	Newbie_Lesson_S2_#15_-_Nihongo_Dōjō_-_This_Is_Just_Your_Cup_of_Japanese_Tea!! dialogue
ああ、女の人ですか。ファブリツィオさんの タイプですか。	So it's a woman. Is she your type, Fabrizio?	[sound:0000593.mp3]	Newbie_Lesson_S2_#15_-_Nihongo_Dōjō_-_This_Is_Just_Your_Cup_of_Japanese_Tea!! dialogue
いいえ。全然。	Nope.	[sound:0000594.mp3]	Newbie_Lesson_S2_#15_-_Nihongo_Dōjō_-_This_Is_Just_Your_Cup_of_Japanese_Tea!! dialogue
driver	運転手	[sound:6885.mp3]	Newbie_Lesson_S2_#16_-_Nihongo_Dōjō_-_Time_and_Traffic_Wait_for_No_One_in_Japan! vocabulary
half	半	[sound:7213.mp3]	Newbie_Lesson_S2_#16_-_Nihongo_Dōjō_-_Time_and_Traffic_Wait_for_No_One_in_Japan! vocabulary
Yokohama (a name of a city)	横浜	[sound:7211.mp3]	Newbie_Lesson_S2_#16_-_Nihongo_Dōjō_-_Time_and_Traffic_Wait_for_No_One_in_Japan! vocabulary
taxi cab	タクシー	[sound:6930.mp3]	Newbie_Lesson_S2_#16_-_Nihongo_Dōjō_-_Time_and_Traffic_Wait_for_No_One_in_Japan! vocabulary
Excuse me,  I'm sorry, Thank you	すみません	[sound:6926.mp3]	Newbie_Lesson_S2_#16_-_Nihongo_Dōjō_-_Time_and_Traffic_Wait_for_No_One_in_Japan! vocabulary
now	今	[sound:6925.mp3]	Newbie_Lesson_S2_#16_-_Nihongo_Dōjō_-_Time_and_Traffic_Wait_for_No_One_in_Japan! vocabulary
what time?	何時	[sound:6891.mp3]	Newbie_Lesson_S2_#16_-_Nihongo_Dōjō_-_Time_and_Traffic_Wait_for_No_One_in_Japan! vocabulary
traffic jam	渋滞	[sound:6890.mp3]	Newbie_Lesson_S2_#16_-_Nihongo_Dōjō_-_Time_and_Traffic_Wait_for_No_One_in_Japan! vocabulary
customer	お客さん　	[sound:6887.mp3]	Newbie_Lesson_S2_#16_-_Nihongo_Dōjō_-_Time_and_Traffic_Wait_for_No_One_in_Japan! vocabulary
hotel	ホテル	[sound:7217.mp3]	Newbie_Lesson_S2_#16_-_Nihongo_Dōjō_-_Time_and_Traffic_Wait_for_No_One_in_Japan! vocabulary
横浜ホテルまで。	To the Yokohama hotel.	[sound:0000595.mp3]	Newbie_Lesson_S2_#16_-_Nihongo_Dōjō_-_Time_and_Traffic_Wait_for_No_One_in_Japan! dialogue
はい。	Certainly.	[sound:0000596.mp3]	Newbie_Lesson_S2_#16_-_Nihongo_Dōjō_-_Time_and_Traffic_Wait_for_No_One_in_Japan! dialogue
すみません。今  何時ですか。	Excuse me. What time is it now?	[sound:0000597.mp3]	Newbie_Lesson_S2_#16_-_Nihongo_Dōjō_-_Time_and_Traffic_Wait_for_No_One_in_Japan! dialogue
６時です。	It's six.	[sound:0000598.mp3]	Newbie_Lesson_S2_#16_-_Nihongo_Dōjō_-_Time_and_Traffic_Wait_for_No_One_in_Japan! dialogue
＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊＊	Six o'clock? Thanks.	[sound:0000599.mp3]	Newbie_Lesson_S2_#16_-_Nihongo_Dōjō_-_Time_and_Traffic_Wait_for_No_One_in_Japan! dialogue
うわー。お客さん、渋滞ですよ。	*********************	[sound:0000600.mp3]	Newbie_Lesson_S2_#16_-_Nihongo_Dōjō_-_Time_and_Traffic_Wait_for_No_One_in_Japan! dialogue
渋滞ですか・・・。すみません。今 何時ですか。	Ugh. It's a traffic jam, ma'am.	[sound:0000601.mp3]	Newbie_Lesson_S2_#16_-_Nihongo_Dōjō_-_Time_and_Traffic_Wait_for_No_One_in_Japan! dialogue
えっと、６時半です。	A traffic jam? Excuse me. What time is it now?	[sound:0000602.mp3]	Newbie_Lesson_S2_#16_-_Nihongo_Dōjō_-_Time_and_Traffic_Wait_for_No_One_in_Japan! dialogue
work	仕事	[sound:6894.mp3]	Newbie_Lesson_S2_#17_-_Nihongo_Dōjō_-_Make_Sure_You_Have_the_Time_of_Your_Life_in_Japan! vocabulary
party	パーティー	[sound:6895.mp3]	Newbie_Lesson_S2_#17_-_Nihongo_Dōjō_-_Make_Sure_You_Have_the_Time_of_Your_Life_in_Japan! vocabulary
from	から	[sound:6896.mp3]	Newbie_Lesson_S2_#17_-_Nihongo_Dōjō_-_Make_Sure_You_Have_the_Time_of_Your_Life_in_Japan! vocabulary
friend(s)	友達	[sound:6897.mp3]	Newbie_Lesson_S2_#17_-_Nihongo_Dōjō_-_Make_Sure_You_Have_the_Time_of_Your_Life_in_Japan! vocabulary
eight thirty, half past eight	八時半	[sound:6898.mp3]	Newbie_Lesson_S2_#17_-_Nihongo_Dōjō_-_Make_Sure_You_Have_the_Time_of_Your_Life_in_Japan! vocabulary
six thirty, half past six	六時半	[sound:6927.mp3]	Newbie_Lesson_S2_#17_-_Nihongo_Dōjō_-_Make_Sure_You_Have_the_Time_of_Your_Life_in_Japan! vocabulary
free time (-na adjective)	暇	[sound:7382.mp3]	Newbie_Lesson_S2_#22_-_Nihongo_Dōjō_-_You’ll_Be_On_the_Go_in_Japan_Soon,_too! vocabulary
Billy Blanks Boot Camp	ビリーズ ブートキャンプ	[sound:7432.mp3]	Newbie_Lesson_S2_#22_-_Nihongo_Dōjō_-_You’ll_Be_On_the_Go_in_Japan_Soon,_too! vocabulary
home, house	うち	[sound:7431.mp3]	Newbie_Lesson_S2_#22_-_Nihongo_Dōjō_-_You’ll_Be_On_the_Go_in_Japan_Soon,_too! vocabulary
busy	忙しい	[sound:7430.mp3]	Newbie_Lesson_S2_#22_-_Nihongo_Dōjō_-_You’ll_Be_On_the_Go_in_Japan_Soon,_too! vocabulary
salsa (dancing or sauce)	サルサ	[sound:7429.mp3]	Newbie_Lesson_S2_#22_-_Nihongo_Dōjō_-_You’ll_Be_On_the_Go_in_Japan_Soon,_too! vocabulary
this evening, tonight	今夜	[sound:7428.mp3]	Newbie_Lesson_S2_#22_-_Nihongo_Dōjō_-_You’ll_Be_On_the_Go_in_Japan_Soon,_too! vocabulary
movie	映画	[sound:7427.mp3]	Newbie_Lesson_S2_#22_-_Nihongo_Dōjō_-_You’ll_Be_On_the_Go_in_Japan_Soon,_too! vocabulary
Ginza (shopping district in Tokyo)	銀座	[sound:7385.mp3]	Newbie_Lesson_S2_#22_-_Nihongo_Dōjō_-_You’ll_Be_On_the_Go_in_Japan_Soon,_too! vocabulary
evening, night	夜	[sound:7384.mp3]	Newbie_Lesson_S2_#22_-_Nihongo_Dōjō_-_You’ll_Be_On_the_Go_in_Japan_Soon,_too! vocabulary
useless, no good	だめ	[sound:7383.mp3]	Newbie_Lesson_S2_#22_-_Nihongo_Dōjō_-_You’ll_Be_On_the_Go_in_Japan_Soon,_too! vocabulary
to do ;V3 (-masu form)	します	[sound:7433.mp3]	Newbie_Lesson_S2_#22_-_Nihongo_Dōjō_-_You’ll_Be_On_the_Go_in_Japan_Soon,_too! vocabulary
今日の 夜、暇ですか。	Are you free tonight?	[sound:0000603.mp3]	Newbie_Lesson_S2_#22_-_Nihongo_Dōjō_-_You’ll_Be_On_the_Go_in_Japan_Soon,_too! dialogue
ごめんなさい。今日の 夜は だめです。東さんと 銀座で 映画を みます。	I'm sorry. Tonight is not good. I'm going to see a movie with Mr. Higashi tonight.	[sound:0000604.mp3]	Newbie_Lesson_S2_#22_-_Nihongo_Dōjō_-_You’ll_Be_On_the_Go_in_Japan_Soon,_too! dialogue
へぇー。東と。銀座で。映画を。へぇー。いいですね。・・・あ、冬果さん、今日の夜、暇ですか。	Oh wow. With Higashi. In Ginza. A Movie. Wow...good for you! Oh hey, Fuyuka. Are you free tonight?	[sound:0000605.mp3]	Newbie_Lesson_S2_#22_-_Nihongo_Dōjō_-_You’ll_Be_On_the_Go_in_Japan_Soon,_too! dialogue
今夜？暇じゃないです。ファブリツィオと サルサを します。	Tonight? No, I'm not free. I'm salsa dancing with Fabrizio.	[sound:0000606.mp3]	Newbie_Lesson_S2_#22_-_Nihongo_Dōjō_-_You’ll_Be_On_the_Go_in_Japan_Soon,_too! dialogue
へぇー。ファブリツィオと。サルサを。へぇー。いいですね。あ、南・・・。	Wow, With Fabrizio. Salsa dancing. Sounds good. Oh, Minami...	[sound:0000607.mp3]	Newbie_Lesson_S2_#22_-_Nihongo_Dōjō_-_You’ll_Be_On_the_Go_in_Japan_Soon,_too! dialogue
私は 忙しいです。うちで ビリーズ ブートキャンプを します。	I'm busy. I'm gonna do Billy's Boot Camp at home.	[sound:0000608.mp3]	Newbie_Lesson_S2_#22_-_Nihongo_Dōjō_-_You’ll_Be_On_the_Go_in_Japan_Soon,_too! dialogue
fun, enjoyable ; Adj(i)	楽しい	[sound:7387.mp3]	Newbie_Lesson_S2_#23_-_Nihongo_Dōjō_-_Where_is_Your_Japanese_Taking_You…and_How_Will_You_Get_There? vocabulary
very (adverb)	とても	[sound:7440.mp3]	Newbie_Lesson_S2_#23_-_Nihongo_Dōjō_-_Where_is_Your_Japanese_Taking_You…and_How_Will_You_Get_There? vocabulary
home, house	うち	[sound:7439.mp3]	Newbie_Lesson_S2_#23_-_Nihongo_Dōjō_-_Where_is_Your_Japanese_Taking_You…and_How_Will_You_Get_There? vocabulary
to come (-masu form)	来ます	[sound:7438.mp3]	Newbie_Lesson_S2_#23_-_Nihongo_Dōjō_-_Where_is_Your_Japanese_Taking_You…and_How_Will_You_Get_There? vocabulary
from	から	[sound:7437.mp3]	Newbie_Lesson_S2_#23_-_Nihongo_Dōjō_-_Where_is_Your_Japanese_Taking_You…and_How_Will_You_Get_There? vocabulary
now, the present time,	今	[sound:7436.mp3]	Newbie_Lesson_S2_#23_-_Nihongo_Dōjō_-_Where_is_Your_Japanese_Taking_You…and_How_Will_You_Get_There? vocabulary
subway	地下鉄	[sound:7394.mp3]	Newbie_Lesson_S2_#23_-_Nihongo_Dōjō_-_Where_is_Your_Japanese_Taking_You…and_How_Will_You_Get_There? vocabulary
to go (-masu form)	行きます	[sound:7393.mp3]	Newbie_Lesson_S2_#23_-_Nihongo_Dōjō_-_Where_is_Your_Japanese_Taking_You…and_How_Will_You_Get_There? vocabulary
bar	バー	[sound:7392.mp3]	Newbie_Lesson_S2_#23_-_Nihongo_Dōjō_-_Where_is_Your_Japanese_Taking_You…and_How_Will_You_Get_There? vocabulary
friend	友達	[sound:7391.mp3]	Newbie_Lesson_S2_#23_-_Nihongo_Dōjō_-_Where_is_Your_Japanese_Taking_You…and_How_Will_You_Get_There? vocabulary
taxi	タクシー	[sound:7390.mp3]	Newbie_Lesson_S2_#23_-_Nihongo_Dōjō_-_Where_is_Your_Japanese_Taking_You…and_How_Will_You_Get_There? vocabulary
to go back, to return (-masu form)	帰ります	[sound:7389.mp3]	Newbie_Lesson_S2_#23_-_Nihongo_Dōjō_-_Where_is_Your_Japanese_Taking_You…and_How_Will_You_Get_There? vocabulary
train	電車	[sound:7388.mp3]	Newbie_Lesson_S2_#23_-_Nihongo_Dōjō_-_Where_is_Your_Japanese_Taking_You…and_How_Will_You_Get_There? vocabulary
already, anymore, soon; Adv	もう	[sound:7441.mp3]	Newbie_Lesson_S2_#23_-_Nihongo_Dōjō_-_Where_is_Your_Japanese_Taking_You…and_How_Will_You_Get_There? vocabulary
	(At a salsa bar)	[sound:0000609.mp3]	Newbie_Lesson_S2_#23_-_Nihongo_Dōjō_-_Where_is_Your_Japanese_Taking_You…and_How_Will_You_Get_There? dialogue
サルサは とても 楽しいですね。あ、もう十二時ですね。冬果さんは、電車で 帰りますか。	Salsa is fun, isn't it? Oh, it's already 12 o'clock. Are you taking a train back home, Fuyuka?	[sound:0000610.mp3]	Newbie_Lesson_S2_#23_-_Nihongo_Dōjō_-_Where_is_Your_Japanese_Taking_You…and_How_Will_You_Get_There? dialogue
うーん。タクシーで 帰ります。ファブリツィオは？	Well. I'm taking a taxi.  How about you, Fabrizio?	[sound:0000611.mp3]	Newbie_Lesson_S2_#23_-_Nihongo_Dōjō_-_Where_is_Your_Japanese_Taking_You…and_How_Will_You_Get_There? dialogue
私は 友達の バーへ 行きます。	I'm going to my friend's bar.	[sound:0000612.mp3]	Newbie_Lesson_S2_#23_-_Nihongo_Dōjō_-_Where_is_Your_Japanese_Taking_You…and_How_Will_You_Get_There? dialogue
今から？電車で 行きますか。	From now? Are you going there by train?	[sound:0000613.mp3]	Newbie_Lesson_S2_#23_-_Nihongo_Dōjō_-_Where_is_Your_Japanese_Taking_You…and_How_Will_You_Get_There? dialogue
はい。今から。地下鉄で 行きます。冬果さんも、来ますか。	Yes. From now. I'm going there by subway.　Do you want to come, Fuyuka?	[sound:0000614.mp3]	Newbie_Lesson_S2_#23_-_Nihongo_Dōjō_-_Where_is_Your_Japanese_Taking_You…and_How_Will_You_Get_There? dialogue
いえいえいえいえ。私は うちへ 帰ります。	No, no, no. I'm going home.	[sound:0000615.mp3]	Newbie_Lesson_S2_#23_-_Nihongo_Dōjō_-_Where_is_Your_Japanese_Taking_You…and_How_Will_You_Get_There? dialogue
train station	駅	[sound:7398.mp3]	Newbie_Lesson_S2_#24_-_Nihongo_Dōjō_-_You’re_Going,_Going,_Gone_in_Japan! vocabulary
out-of-service train	回送電車	[sound:7461.mp3]	Newbie_Lesson_S2_#24_-_Nihongo_Dōjō_-_You’re_Going,_Going,_Gone_in_Japan! vocabulary
electric train	電車	[sound:7465.mp3]	Newbie_Lesson_S2_#24_-_Nihongo_Dōjō_-_You’re_Going,_Going,_Gone_in_Japan! vocabulary
where	どこ	[sound:7462.mp3]	Newbie_Lesson_S2_#24_-_Nihongo_Dōjō_-_You’re_Going,_Going,_Gone_in_Japan! vocabulary
garage, car shed	車庫	[sound:7463.mp3]	Newbie_Lesson_S2_#24_-_Nihongo_Dōjō_-_You’re_Going,_Going,_Gone_in_Japan! vocabulary
next	次	[sound:7464.mp3]	Newbie_Lesson_S2_#24_-_Nihongo_Dōjō_-_You’re_Going,_Going,_Gone_in_Japan! vocabulary
to understand, to know; masu form	わかります	[sound:7468.mp3]	Newbie_Lesson_S2_#24_-_Nihongo_Dōjō_-_You’re_Going,_Going,_Gone_in_Japan! vocabulary
to come :-masu form	来ます	[sound:7466.mp3]	Newbie_Lesson_S2_#24_-_Nihongo_Dōjō_-_You’re_Going,_Going,_Gone_in_Japan! vocabulary
the last train	終電	[sound:7467.mp3]	Newbie_Lesson_S2_#24_-_Nihongo_Dōjō_-_You’re_Going,_Going,_Gone_in_Japan! vocabulary
Shinjuku (shopping, business district in Tokyo)	新宿	[sound:7401.mp3]	Newbie_Lesson_S2_#24_-_Nihongo_Dōjō_-_You’re_Going,_Going,_Gone_in_Japan! vocabulary
Excuse me	すみません	[sound:7400.mp3]	Newbie_Lesson_S2_#24_-_Nihongo_Dōjō_-_You’re_Going,_Going,_Gone_in_Japan! vocabulary
station attendant	駅員	[sound:7399.mp3]	Newbie_Lesson_S2_#24_-_Nihongo_Dōjō_-_You’re_Going,_Going,_Gone_in_Japan! vocabulary
to go :-masu form	行きます	[sound:7460.mp3]	Newbie_Lesson_S2_#24_-_Nihongo_Dōjō_-_You’re_Going,_Going,_Gone_in_Japan! vocabulary
すみません。これは 新宿へ 行きますか。	Excuse me. Does this go to Shinjuku?	[sound:0000616.mp3]	Newbie_Lesson_S2_#24_-_Nihongo_Dōjō_-_You’re_Going,_Going,_Gone_in_Japan! dialogue
行きません。これは 回送電車です。	No, it doesn't.  It's out-of service.	[sound:0000617.mp3]	Newbie_Lesson_S2_#24_-_Nihongo_Dōjō_-_You’re_Going,_Going,_Gone_in_Japan! dialogue
回送電車？！回送電車は どこへ 行きますか。	Out-of service? Where does this out-of-service train go?	[sound:0000618.mp3]	Newbie_Lesson_S2_#24_-_Nihongo_Dōjō_-_You’re_Going,_Going,_Gone_in_Japan! dialogue
え？回送電車は...車庫へ いきます。わかりますか。	What?... Out-of-service trains go to a train depot.  Can you understand me?	[sound:0000619.mp3]	Newbie_Lesson_S2_#24_-_Nihongo_Dōjō_-_You’re_Going,_Going,_Gone_in_Japan! dialogue
はいはい、わかります。じゃ、次の 電車は 何時に 来ますか。	Yes. Yes. I know what you mean. What time does the next train come then?	[sound:0000620.mp3]	Newbie_Lesson_S2_#24_-_Nihongo_Dōjō_-_You’re_Going,_Going,_Gone_in_Japan! dialogue
１２時２５分に 来ます。終電です。	It comes at 12:25. That's the last train.	[sound:0000621.mp3]	Newbie_Lesson_S2_#24_-_Nihongo_Dōjō_-_You’re_Going,_Going,_Gone_in_Japan! dialogue
once, one time	一度	[sound:7484.mp3]	Newbie_Lesson_S2_#25_-_Nihongo_Dōjō_-_Mastering_the_Japanese_Telephone_Dance! vocabulary
no good :-na adjective	だめ（な）	[sound:7655.mp3]	Newbie_Lesson_S2_#25_-_Nihongo_Dōjō_-_Mastering_the_Japanese_Telephone_Dance! vocabulary
all right, O.K.	大丈夫	[sound:7474.mp3]	Newbie_Lesson_S2_#25_-_Nihongo_Dōjō_-_Mastering_the_Japanese_Telephone_Dance! vocabulary
telephone	電話	[sound:7475.mp3]	Newbie_Lesson_S2_#25_-_Nihongo_Dōjō_-_Mastering_the_Japanese_Telephone_Dance! vocabulary
hello (on the telephone)	もしもし	[sound:7476.mp3]	Newbie_Lesson_S2_#25_-_Nihongo_Dōjō_-_Mastering_the_Japanese_Telephone_Dance! vocabulary
company, corporation,	会社	[sound:7477.mp3]	Newbie_Lesson_S2_#25_-_Nihongo_Dōjō_-_Mastering_the_Japanese_Telephone_Dance! vocabulary
to come :-masu form	来ます	[sound:7478.mp3]	Newbie_Lesson_S2_#25_-_Nihongo_Dōjō_-_Mastering_the_Japanese_Telephone_Dance! vocabulary
now	今	[sound:7479.mp3]	Newbie_Lesson_S2_#25_-_Nihongo_Dōjō_-_Mastering_the_Japanese_Telephone_Dance! vocabulary
already, soon, again, more	もう	[sound:7480.mp3]	Newbie_Lesson_S2_#25_-_Nihongo_Dōjō_-_Mastering_the_Japanese_Telephone_Dance! vocabulary
afternoon, p.m.	午後	[sound:7481.mp3]	Newbie_Lesson_S2_#25_-_Nihongo_Dōjō_-_Mastering_the_Japanese_Telephone_Dance! vocabulary
to rest, to be absent, to take a day off	休みます	[sound:7482.mp3]	Newbie_Lesson_S2_#25_-_Nihongo_Dōjō_-_Mastering_the_Japanese_Telephone_Dance! vocabulary
cold (illness)	風邪	[sound:7483.mp3]	Newbie_Lesson_S2_#25_-_Nihongo_Dōjō_-_Mastering_the_Japanese_Telephone_Dance! vocabulary
please	お願いします	[sound:7485.mp3]	Newbie_Lesson_S2_#25_-_Nihongo_Dōjō_-_Mastering_the_Japanese_Telephone_Dance! vocabulary
again	また	[sound:7656.mp3]	Newbie_Lesson_S2_#25_-_Nihongo_Dōjō_-_Mastering_the_Japanese_Telephone_Dance! vocabulary
♪♪♪♪(ピー) えっと、スタイルユーの 東です。大丈夫ですか。また、電話します。	(telephone call) (Beep) Ah... it's Higashi from Style You calling. Are you all right? I'll call again.	[sound:0000622.mp3]	Newbie_Lesson_S2_#25_-_Nihongo_Dōjō_-_Mastering_the_Japanese_Telephone_Dance! dialogue
♪♪♪♪はい。	(telephone call) Hello?	[sound:0000623.mp3]	Newbie_Lesson_S2_#25_-_Nihongo_Dōjō_-_Mastering_the_Japanese_Telephone_Dance! dialogue
あ、もしもし。ファブリツィオ？スタイルユーの 南 夏見です。今日、何時に会社へ来ますか。	Oh, Hi, Fabrizio? It's Natsumi Minami from Style You. What time will you be at work today?	[sound:0000624.mp3]	Newbie_Lesson_S2_#25_-_Nihongo_Dōjō_-_Mastering_the_Japanese_Telephone_Dance! dialogue
は？え？今、何時ですか。	...Huh? What? What time is it now?	[sound:0000625.mp3]	Newbie_Lesson_S2_#25_-_Nihongo_Dōjō_-_Mastering_the_Japanese_Telephone_Dance! dialogue
もう 午後１時です。	It's already 1 o'clock in the afternoon.	[sound:0000626.mp3]	Newbie_Lesson_S2_#25_-_Nihongo_Dōjō_-_Mastering_the_Japanese_Telephone_Dance! dialogue
ええ？本当ですか？ああ、今日、会社を休みます。風邪です。ケホケホゴホゴホ。	What? Really? Oh, I'm taking a day off today. I have a cold.(cough, cough)	[sound:0000627.mp3]	Newbie_Lesson_S2_#25_-_Nihongo_Dōjō_-_Mastering_the_Japanese_Telephone_Dance! dialogue
だめだめ。だめです。今日、二時に お客さんとミーティングをします。	No! No! No! Today, we are having a meeting with our client at two.	[sound:0000628.mp3]	Newbie_Lesson_S2_#25_-_Nihongo_Dōjō_-_Mastering_the_Japanese_Telephone_Dance! dialogue
え？え？すみません。もう一度、お願いします。いつ誰とどこで何をしますか。	Oh, what? Say that again.  What are we doing?	[sound:0000629.mp3]	Newbie_Lesson_S2_#25_-_Nihongo_Dōjō_-_Mastering_the_Japanese_Telephone_Dance! dialogue
horror	ホラー映画	[sound:9653.mp3]	Newbie_Lesson_S3_#1_-_Nihongo_Dōjō_-_The_Horror_of_the_English_Telephone_Call vocabulary
movie, film	映画	[sound:9654.mp3]	Newbie_Lesson_S3_#1_-_Nihongo_Dōjō_-_The_Horror_of_the_English_Telephone_Call vocabulary
the English language	英語	[sound:9655.mp3]	Newbie_Lesson_S3_#1_-_Nihongo_Dōjō_-_The_Horror_of_the_English_Telephone_Call vocabulary
to speak (masu form)	話します	[sound:9656.mp3]	Newbie_Lesson_S3_#1_-_Nihongo_Dōjō_-_The_Horror_of_the_English_Telephone_Call vocabulary
unreasonable, impossible (na-adjective)	無理	[sound:9657.mp3]	Newbie_Lesson_S3_#1_-_Nihongo_Dōjō_-_The_Horror_of_the_English_Telephone_Call vocabulary
(honorific) Please	お願いします。	[sound:9658.mp3]	Newbie_Lesson_S3_#1_-_Nihongo_Dōjō_-_The_Horror_of_the_English_Telephone_Call vocabulary
again	また	[sound:9659.mp3]	Newbie_Lesson_S3_#1_-_Nihongo_Dōjō_-_The_Horror_of_the_English_Telephone_Call vocabulary
afterwards, later, after	後で	[sound:9660.mp3]	Newbie_Lesson_S3_#1_-_Nihongo_Dōjō_-_The_Horror_of_the_English_Telephone_Call vocabulary
ホラー映画ですか？映画は みます。でも、ホラー映画は…。	Horror movies?  I watch movies, but horror, um….	[sound:0000630.mp3]	Newbie_Lesson_S3_#1_-_Nihongo_Dōjō_-_The_Horror_of_the_English_Telephone_Call dialogue
（電話）	Oh…  I see…  You don't watch horror movies….  I see….	[sound:0000631.mp3]	Newbie_Lesson_S3_#1_-_Nihongo_Dōjō_-_The_Horror_of_the_English_Telephone_Call dialogue
はい、南です。は？え？えっとーぉ。あのぉー。ジャスト　ア　モメント　プリーズ。ねぇ、ファブリツィオ、英語の電話！お願い！	(telephone)	[sound:0000632.mp3]	Newbie_Lesson_S3_#1_-_Nihongo_Dōjō_-_The_Horror_of_the_English_Telephone_Call dialogue
英語？！無理、無理！私は イタリア語と フランス語と スペイン語と ポルトガル語と 日本語は 話します。でも 英語は 話しません。	Yes, Minami speaking.  Huh?  Um..  well…  Just a moment please.  Hey Fabrizio, there's an English phone call!  Take it, please!	[sound:0000633.mp3]	Newbie_Lesson_S3_#1_-_Nihongo_Dōjō_-_The_Horror_of_the_English_Telephone_Call dialogue
	English?!  No way, no way!  I speak Italian and French and Spanish and Portuguese and Japanese.  But I can't speak English.  Um, Mi Yeon-san is American.  Mi Yeon-san!  There's an phone call in English!  Please!	[sound:0000634.mp3]	Newbie_Lesson_S3_#1_-_Nihongo_Dōjō_-_The_Horror_of_the_English_Telephone_Call dialogue
あ、は～い。すみません、秋さん。また、後で。	Yes, OK!  Excuse me, Shu-san, we'll talk later!	[sound:0000635.mp3]	Newbie_Lesson_S3_#1_-_Nihongo_Dōjō_-_The_Horror_of_the_English_Telephone_Call dialogue
one's parents' home	実家	[sound:9664.mp3]	Newbie_Lesson_S3_#2_-_Nihongo_Dōjō_-_What_You_Don’t_Eat_at_Home,_You_Might_Eat_in_Japan! vocabulary
next week	来週	[sound:9780.mp3]	Newbie_Lesson_S3_#2_-_Nihongo_Dōjō_-_What_You_Don’t_Eat_at_Home,_You_Might_Eat_in_Japan! vocabulary
coincidence, by chance	偶然	[sound:9779.mp3]	Newbie_Lesson_S3_#2_-_Nihongo_Dōjō_-_What_You_Don’t_Eat_at_Home,_You_Might_Eat_in_Japan! vocabulary
to eat; masu form	食べます	[sound:9671.mp3]	Newbie_Lesson_S3_#2_-_Nihongo_Dōjō_-_What_You_Don’t_Eat_at_Home,_You_Might_Eat_in_Japan! vocabulary
every day	毎日	[sound:9670.mp3]	Newbie_Lesson_S3_#2_-_Nihongo_Dōjō_-_What_You_Don’t_Eat_at_Home,_You_Might_Eat_in_Japan! vocabulary
delicious, tasty (i adjective)	美味しい	[sound:9669.mp3]	Newbie_Lesson_S3_#2_-_Nihongo_Dōjō_-_What_You_Don’t_Eat_at_Home,_You_Might_Eat_in_Japan! vocabulary
udon, Japanese wheat noodle	うどん	[sound:9668.mp3]	Newbie_Lesson_S3_#2_-_Nihongo_Dōjō_-_What_You_Don’t_Eat_at_Home,_You_Might_Eat_in_Japan! vocabulary
Takamatsu, name of a city in Shikoku	高松	[sound:9667.mp3]	Newbie_Lesson_S3_#2_-_Nihongo_Dōjō_-_What_You_Don’t_Eat_at_Home,_You_Might_Eat_in_Japan! vocabulary
Shikoku, one of the four main islands of Japan	四国	[sound:9666.mp3]	Newbie_Lesson_S3_#2_-_Nihongo_Dōjō_-_What_You_Don’t_Eat_at_Home,_You_Might_Eat_in_Japan! vocabulary
person's origin (town, city, country, etc)	出身	[sound:9665.mp3]	Newbie_Lesson_S3_#2_-_Nihongo_Dōjō_-_What_You_Don’t_Eat_at_Home,_You_Might_Eat_in_Japan! vocabulary
Matsuyama, name of a city in Shikoku	松山	[sound:9781.mp3]	Newbie_Lesson_S3_#2_-_Nihongo_Dōjō_-_What_You_Don’t_Eat_at_Home,_You_Might_Eat_in_Japan! vocabulary
あ、そうそう、南さん。私、来週、会社を 休みます。実家へ 帰ります。	Oh, that’s right, Minami-san. I’m taking next week off. I’m going back to my parents’ house.	[sound:0000636.mp3]	Newbie_Lesson_S3_#2_-_Nihongo_Dōjō_-_What_You_Don’t_Eat_at_Home,_You_Might_Eat_in_Japan! dialogue
